platform,event_query,search_keyword,search_page,commenter_nickname,commenter_unique_id,commenter_profile_url,chat_url,source_post_id,source_post_url,source_post_author,source_post_published_at,signal_type,signal_text,signal_url,signal_published_at,intent_label,is_demand,confidence,evidence,recommended_action,outreach_angle,needs_agent_review,review_reason,captured_at
weibo,重庆 陶喆,重庆 陶喆 没抢到,3,今天也好想小油,5985214176,https://weibo.com/5985214176?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=5985214176&source_from=,5205130630922485,https://weibo.com/5985214176/Q29td3RYN?refer_flag=1001030103_,今天也好想小油,2025年08月30日 00:01,post,#呱呱日记# 七夕快乐 特别能唠的几颗人又凑一起了！ 是超级无敌开心幸运的8️⃣月 我的生日月！ 八月的天～我诞生的夏天～ 昨天晚上还在因为dp没抢到杭州场难受 散步的时候我说我要听一晚上陶吉吉 回去就抢到了陶吉吉常州场的票 亲生票！ 我狂刷我狂刷我狂刷 让苍天知道我不服输！！ ​ 展开c,https://weibo.com/5985214176/Q29td3RYN?refer_flag=1001030103_,2025年08月30日 00:01,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:27:46+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,3,偷走月亮的橘子EliauK,7036445171,https://weibo.com/7036445171?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=7036445171&source_from=,5260754022566522,https://weibo.com/7036445171/QpuumaLFw?refer_flag=1001030103_,偷走月亮的橘子EliauK,01月30日 11:49,post,没抢到武汉场，一定要抢到重庆的啊！#陶喆soulpowerii世界巡回演唱会# ​,https://weibo.com/7036445171/QpuumaLFw?refer_flag=1001030103_,01月30日 11:49,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:27:36+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,2,宋宋_Faye,2681998694,https://weibo.com/2681998694?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=2681998694&source_from=,5278661469013895,https://weibo.com/2681998694/Qx0lkBOVp?refer_flag=1001030103_,宋宋_Faye,03月20日 21:47,post,啊啊啊啊啊啊啊 我要去重庆啦 成都没能见到 因为我没抢到票 感谢周ls 周ls抢🎫yyds #陶喆##奔赴演唱会##重庆# ​,https://weibo.com/2681998694/Qx0lkBOVp?refer_flag=1001030103_,03月20日 21:47,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:27:08+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,2,冰糖雪梨-见过陶喆版,6963433358,https://weibo.com/6963433358?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=6963433358&source_from=,5274468968825312,https://weibo.com/6963433358/QvfheB1RK?refer_flag=1001030103_,冰糖雪梨-见过陶喆版,03月09日 08:07,post,#陶喆重庆演唱会#陶喆超话陶喆DavidTao超话 上次的重庆没抢到，希望这次能见面 ​,https://weibo.com/6963433358/QvfheB1RK?refer_flag=1001030103_,03月09日 08:07,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:26:55+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,2,太阳失踪_,5854113094,https://weibo.com/5854113094?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=5854113094&source_from=,5278650783498454,https://weibo.com/5854113094/Qx046eG6G?refer_flag=1001030103_,太阳失踪_,03月20日 21:04,post,这些老辈子的票真踏马难抢，连抢两轮，抢了3年没抢到过 ​,https://weibo.com/5854113094/Qx046eG6G?refer_flag=1001030103_,03月20日 21:04,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:26:44+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,2,秋水芙蕖倚风笑,5326619717,https://weibo.com/5326619717?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=5326619717&source_from=,5278657465553665,https://weibo.com/5326619717/Qx0eSniLf?refer_flag=1001030103_,秋水芙蕖倚风笑,03月20日 21:31,post,陶喆重庆的票没抢到，要气炸了，加班间隙抢票都抢不到还是两个手机 ​,https://weibo.com/5326619717/Qx0eSniLf?refer_flag=1001030103_,03月20日 21:31,明确求票,True,0.79,"['没抢到', '抢不到']",dm_first,从求票/没抢到切入，确认场次、张数与预算,False,,2026-04-21T05:26:30+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,2,娱乐圈小辣椒,2263018313,https://weibo.com/2263018313?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=2263018313&source_from=,5260720620178253,https://weibo.com/2263018313/QptCu0Kn3?refer_flag=1001030103_,娱乐圈小辣椒,01月30日 12:05 转赞人数超过8100,post,#陶喆靠蒸喉咙保护嗓子# 陶喆分享巡演期间自己经常做蒸汽以保护嗓子，应对变化和干燥的气候。幕后vlog里真的经常见到大哥在休息间里蒸喉咙海外巡演即将要结束了，期待DT好好保养嗓子今年继续在Soul Power II PLUS见面！首站武汉三场官宣之后都秒罄，不过没关系，没抢到票的歌迷朋友们天津和重庆 ​ 展开c,https://weibo.com/2263018313/QptCu0Kn3?refer_flag=1001030103_,01月30日 12:05 转赞人数超过8100,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:26:16+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,1,我不是笨蛋我是什么蛋,5247751314,https://weibo.com/5247751314?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=5247751314&source_from=,5172329459482709,https://weibo.com/5247751314/PulCpDMSV?refer_flag=1001030103_,我不是笨蛋我是什么蛋,2025年05月31日 11:41,post,我今年必须要去看演唱会了 去年陶喆的抢了这么多次都没抢到 外加经济比较紧张 穷得没得钱喊代拍 很沮丧 今年经济宽裕了 九月份王力宏重庆场我必去哈 不出意外应该是要氪金了我抢票不得行 但是还是争气点吧 最好自己抢到 ​,https://weibo.com/5247751314/PulCpDMSV?refer_flag=1001030103_,2025年05月31日 11:41,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:26:01+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,1,TwilightRushsss,3032031927,https://weibo.com/3032031927?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=3032031927&source_from=,5077923881288611,https://weibo.com/3032031927/OwH9G5pe3?refer_flag=1001030103_,TwilightRushsss,2024年09月12日 23:27,post,果然没钱才是最大的问题，陶喆重庆一二三开都没抢到，现在能买到的最便宜的票都要花掉我一个月工资的三分之一老天奶能不能让我一夜暴富 ​,https://weibo.com/3032031927/OwH9G5pe3?refer_flag=1001030103_,2024年09月12日 23:27,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:25:51+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,1,一只不想倒霉的体验兔耶,5640749269,https://weibo.com/5640749269?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=5640749269&source_from=,5278644102501614,https://weibo.com/5640749269/QwZTkauMC?refer_flag=1001030103_,一只不想倒霉的体验兔耶,03月20日 20:38,post,去年一场都没抢到 今年纠结看台还是内场？？#陶喆重庆演唱会##陶喆soulpowerii世界巡回演唱会# ​,https://weibo.com/5640749269/QwZTkauMC?refer_flag=1001030103_,03月20日 20:38,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:25:41+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,1,ilovemyhusbandssomuch,6255884141,https://weibo.com/6255884141?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=6255884141&source_from=,5278652372615840,https://weibo.com/6255884141/Qx06FaYuY?refer_flag=1001030103_,ilovemyhusbandssomuch,03月20日 21:11,post,我难受得要死我一直在哭 本来想看周天的试着抢了下周六结果抢到了 我好笨我取消订单了结果周日的没抢到。 我现在就是怎么都哄不好了 一直在后悔为什么不把周六的先付了 ​,https://weibo.com/6255884141/Qx06FaYuY?refer_flag=1001030103_,03月20日 21:11,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:25:30+00:00
weibo,重庆 陶喆,重庆 陶喆 没抢到,1,灯杆山煤老板,1912557702,https://weibo.com/1912557702?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=1912557702&source_from=,5144930146583784,https://weibo.com/1912557702/PiQPYrCK4?refer_flag=1001030103_,灯杆山煤老板,2025年03月16日 21:06,post,成都场应该是我看陶喆的最后一场了 从没抢到重庆场开始做数据 突然不用每天打卡还有点不习惯 这何尝不是一种后青春期的诗呢 ​​​ #陶喆成都##陶喆成都演唱会#陶喆超话 ​,https://weibo.com/1912557702/PiQPYrCK4?refer_flag=1001030103_,2025年03月16日 21:06,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:25:19+00:00
weibo,重庆 陶喆,重庆 陶喆 收票,1,松鼠吞馒头,7414415465,https://weibo.com/7414415465?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=7414415465&source_from=,5072667297712992,https://weibo.com/7414415465/Ouupjwmv6?refer_flag=1001030103_,松鼠吞馒头,2024年08月29日 11:19,post,这个暑假去了重庆看了运动会看了演唱会把高考时想做的基本都完成了！很幸福很幸运。是高考完妈妈带着我去重庆是我一直带路去到有他们足迹的地方；是想看运动会并幸运的抢到原价票的第一次见面；是在不明确有没有被骗钱又重新找了pw收票爸妈一起带我去澳门去看了第一场演唱会爸妈没有抱怨还帮我提东西一 ​ 展开c,https://weibo.com/7414415465/Ouupjwmv6?refer_flag=1001030103_,2024年08月29日 11:19,疑似求票,True,0.67,['收票'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:24:57+00:00
weibo,重庆 陶喆,重庆 陶喆 收票,1,浩想和你在一起呀,6463637957,https://weibo.com/6463637957?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=6463637957&source_from=,5057957295036605,https://weibo.com/6463637957/OojJvl8fz?refer_flag=1001030103_,浩想和你在一起呀,2024年07月19日 21:07,post,#陶喆重庆#收票走闲鱼骗子就不要来了！ ​,https://weibo.com/6463637957/OojJvl8fz?refer_flag=1001030103_,2024年07月19日 21:07,疑似求票,True,0.67,['收票'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:24:42+00:00
weibo,重庆 陶喆,重庆 陶喆 收票,1,之昊的恐龙,6423332418,https://weibo.com/6423332418?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=6423332418&source_from=,5068862515055085,https://weibo.com/6423332418/OsTqzld3D?refer_flag=1001030103_,之昊的恐龙,2024年08月18日 23:21,post,陶喆超话 重庆收票2张 ​,https://weibo.com/6423332418/OsTqzld3D?refer_flag=1001030103_,2024年08月18日 23:21,疑似求票,True,0.67,['收票'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:24:30+00:00
weibo,重庆 陶喆,重庆 陶喆 求票,1,飞轮大王-,3551225813,https://weibo.com/3551225813?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=3551225813&source_from=,5069152496389260,https://weibo.com/3551225813/Ot0YhqO8A?refer_flag=1001030103_,飞轮大王-,2024年08月19日 18:33,post,陶喆超话 上海/重庆求票的姐妹 推荐独眼霹雳Dypppppl，霹雳姐录入 位置贼好 ​,https://weibo.com/3551225813/Ot0YhqO8A?refer_flag=1001030103_,2024年08月19日 18:33,疑似求票,True,0.67,['求票'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:24:09+00:00
weibo,重庆 陶喆,重庆 陶喆 求票,1,陶陶陈,1749588952,https://weibo.com/1749588952?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=1749588952&source_from=,5060126918839812,https://weibo.com/1749588952/OpeaTB5DC?refer_flag=1001030103_,陶陶陈,2024年07月25日 20:48,post,#陶喆抢票#合肥、天津、南昌、重庆、泉州的朋友们，求票一张🎫 ​,https://weibo.com/1749588952/OpeaTB5DC?refer_flag=1001030103_,2024年07月25日 20:48,疑似求票,True,0.67,['求票'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:23:54+00:00
weibo,重庆 陶喆,重庆 陶喆,6,世罗族,5020769217,https://weibo.com/5020769217?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=5020769217&source_from=,5287392522278786,https://weibo.com/5020769217/QAFtG9yOC?refer_flag=1001030103_,世罗族,04月14日 00:01,post,陶喆超话 是为了让我重庆听无缘吗，所以上海一张没抢到🥲@陶喆 ​,https://weibo.com/5020769217/QAFtG9yOC?refer_flag=1001030103_,04月14日 00:01,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:18:11+00:00
weibo,重庆 陶喆,重庆 陶喆,5,求嬷公式,5890483670,https://weibo.com/5890483670?refer_flag=1001030103_,https://api.weibo.com/chat/#/chat?to_uid=5890483670&source_from=,5287967902142165,https://weibo.com/5890483670/QAUrI8Zh3?refer_flag=1001030103_,求嬷公式,04月15日 14:07,post,幸好没抢到陶喆重庆的票。我5.10期中考试 ​,https://weibo.com/5890483670/QAUrI8Zh3?refer_flag=1001030103_,04月15日 14:07,疑似求票,True,0.67,['没抢到'],dm_first,从求票/没抢到切入，确认场次、张数与预算,True,信号较弱，建议 agent 二次确认,2026-04-21T05:17:22+00:00
